净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.41
2020-07-10,-0.41
2020-07-13,1.57
2020-07-14,1.16
2020-07-15,0.08
2020-07-16,-4.56
2020-07-17,-3.65
2020-07-20,-1.24
2020-07-21,-0.83
2020-07-22,-0.5
2020-07-23,-0.41
2020-07-24,-4.47
2020-07-27,-3.98
2020-07-28,-3.07
2020-07-29,-0.83
2020-07-30,-1.41
2020-07-31,-0.5
2020-08-03,0.99
2020-08-04,1.16
2020-08-05,1.41
2020-08-06,1.08
2020-08-07,-0.25
2020-08-10,0.41
2020-08-11,-0.41
2020-08-12,-0.99
2020-08-13,-1.24
2020-08-14,0.41
2020-08-17,2.98
2020-08-18,3.15
2020-08-19,1.66
2020-08-20,0.58
2020-08-21,1.57
2020-08-24,2.4
2020-08-25,2.82
2020-08-26,2.15
2020-08-27,2.82
2020-08-28,5.8
2020-08-31,5.14
2020-09-01,5.39
2020-09-02,5.3
2020-09-03,4.72
2020-09-04,3.89
2020-09-07,1.66
2020-09-08,2.24
2020-09-09,-0.08
2020-09-10,0.08
2020-09-11,0.91
2020-09-14,1.24
2020-09-15,2.07
2020-09-16,1.33
2020-09-17,0.91
2020-09-18,3.23
2020-09-21,2.32
2020-09-22,1.24
2020-09-23,1.91
2020-09-24,0.17
2020-09-25,0.41
2020-09-28,0.66
2020-09-29,0.91
2020-09-30,0.66
2020-10-09,2.49
2020-10-12,5.39
2020-10-13,5.97
2020-10-14,5.22
2020-10-15,5.05
2020-10-16,4.97
2020-10-19,4.23
2020-10-20,4.72
2020-10-21,4.81
2020-10-22,4.56
2020-10-23,3.73
2020-10-26,3.48
2020-10-27,3.89
2020-10-28,4.81
2020-10-29,5.88
2020-10-30,3.98
2020-11-02,4.06
2020-11-03,5.22
2020-11-04,5.97
2020-11-05,7.21
2020-11-06,6.71
2020-11-09,8.95
2020-11-10,8.45
2020-11-11,7.46
2020-11-12,7.46
2020-11-13,6.13
2020-11-16,7.04
2020-11-17,6.88
2020-11-18,6.63
2020-11-19,7.79
2020-11-20,8.04
2020-11-23,9.36
2020-11-24,8.45
2020-11-25,6.88
2020-11-26,7.13
2020-11-27,8.31
2020-11-30,8.15
2020-12-01,10.38
2020-12-02,10.14
2020-12-03,10.24
2020-12-04,10.68
2020-12-07,10.2
2020-12-08,9.98
2020-12-09,8.64
2020-12-10,8.93
2020-12-11,7.81
2020-12-14,8.74
2020-12-15,9.11
2020-12-16,9.34
2020-12-17,10.68
2020-12-18,10.64
2020-12-21,11.98
2020-12-22,10.24
2020-12-23,11.52
2020-12-24,11.58
2020-12-25,12.44
2020-12-28,13.23
2020-12-29,12.49
2020-12-30,14.05
2020-12-31,15.99
2021-01-04,17.12
2021-01-05,19.15
2021-01-06,20.54
2021-01-07,22.85
2021-01-08,22.16
